,Width,Height,Roi.X1,Roi.Y1,Roi.X2,Roi.Y2,ClassId,Path
12314,37,40,5,6,32,35,8,Train/8/00008_00005_00014.png
12315,38,41,5,6,33,36,8,Train/8/00008_00005_00015.png
12316,40,42,6,6,35,37,8,Train/8/00008_00005_00016.png
12317,41,42,6,5,36,37,8,Train/8/00008_00005_00017.png
12318,41,43,5,5,36,38,8,Train/8/00008_00005_00018.png
12319,43,45,6,6,38,40,8,Train/8/00008_00005_00019.png
12320,45,47,6,6,40,42,8,Train/8/00008_00005_00020.png
12321,45,47,5,5,40,42,8,Train/8/00008_00005_00021.png
12322,47,49,6,6,42,44,8,Train/8/00008_00005_00022.png
12323,48,50,6,6,43,45,8,Train/8/00008_00005_00023.png
12324,50,52,5,5,45,47,8,Train/8/00008_00005_00024.png
12325,54,55,6,5,49,50,8,Train/8/00008_00005_00025.png
12326,56,59,5,6,51,54,8,Train/8/00008_00005_00026.png
12327,59,60,6,6,54,55,8,Train/8/00008_00005_00027.png
12328,62,64,6,6,57,59,8,Train/8/00008_00005_00028.png
12329,66,70,5,7,60,64,8,Train/8/00008_00005_00029.png
12330,30,30,6,6,25,25,8,Train/8/00008_00006_00000.png
12331,30,29,5,5,24,24,8,Train/8/00008_00006_00001.png
12332,30,31,5,6,25,26,8,Train/8/00008_00006_00002.png
12333,32,31,6,5,26,25,8,Train/8/00008_00006_00003.png
12334,32,31,6,5,27,26,8,Train/8/00008_00006_00004.png
12335,31,31,5,5,26,26,8,Train/8/00008_00006_00005.png
12336,33,32,6,5,27,26,8,Train/8/00008_00006_00006.png
12337,32,32,5,5,27,27,8,Train/8/00008_00006_00007.png
12338,34,33,6,5,28,27,8,Train/8/00008_00006_00008.png
12339,34,34,6,6,29,29,8,Train/8/00008_00006_00009.png
12340,35,34,6,6,29,29,8,Train/8/00008_00006_00010.png
12341,34,35,5,6,28,29,8,Train/8/00008_00006_00011.png
12342,35,34,6,5,30,29,8,Train/8/00008_00006_00012.png
12343,35,35,5,5,29,29,8,Train/8/00008_00006_00013.png
12344,35,36,5,6,30,31,8,Train/8/00008_00006_00014.png
12345,36,37,5,6,31,32,8,Train/8/00008_00006_00015.png
12346,36,37,5,6,31,32,8,Train/8/00008_00006_00016.png
12347,37,37,5,5,32,32,8,Train/8/00008_00006_00017.png
12348,39,39,6,6,34,34,8,Train/8/00008_00006_00018.png
12349,40,39,6,5,35,34,8,Train/8/00008_00006_00019.png
12350,41,41,5,5,36,36,8,Train/8/00008_00006_00020.png
12351,43,43,5,5,38,38,8,Train/8/00008_00006_00021.png
12352,46,46,6,6,41,41,8,Train/8/00008_00006_00022.png
12353,47,47,5,5,42,42,8,Train/8/00008_00006_00023.png
12354,49,49,6,6,44,44,8,Train/8/00008_00006_00024.png
12355,51,51,6,6,46,46,8,Train/8/00008_00006_00025.png
12356,52,52,6,6,47,47,8,Train/8/00008_00006_00026.png
12357,56,54,6,5,51,49,8,Train/8/00008_00006_00027.png
12358,56,56,5,5,51,51,8,Train/8/00008_00006_00028.png
12359,61,56,6,5,56,51,8,Train/8/00008_00006_00029.png
12360,31,30,6,5,26,25,8,Train/8/00008_00007_00000.png
12361,30,30,5,5,25,25,8,Train/8/00008_00007_00001.png
12362,31,30,6,5,26,25,8,Train/8/00008_00007_00002.png
12363,32,31,6,6,26,26,8,Train/8/00008_00007_00003.png
12364,33,31,6,5,27,26,8,Train/8/00008_00007_00004.png
12365,34,33,6,6,28,28,8,Train/8/00008_00007_00005.png
12366,33,33,5,5,28,28,8,Train/8/00008_00007_00006.png
12367,35,35,6,6,29,29,8,Train/8/00008_00007_00007.png
12368,35,35,6,6,30,30,8,Train/8/00008_00007_00008.png
12369,35,36,5,5,30,30,8,Train/8/00008_00007_00009.png
12370,36,36,5,5,31,31,8,Train/8/00008_00007_00010.png
12371,38,37,6,5,33,32,8,Train/8/00008_00007_00011.png
12372,39,39,6,6,34,34,8,Train/8/00008_00007_00012.png
12373,39,39,5,5,34,34,8,Train/8/00008_00007_00013.png
12374,39,39,5,5,34,34,8,Train/8/00008_00007_00014.png
12375,40,41,5,6,35,36,8,Train/8/00008_00007_00015.png
12376,41,40,6,5,36,35,8,Train/8/00008_00007_00016.png
12377,43,43,6,6,38,38,8,Train/8/00008_00007_00017.png
12378,44,45,5,6,39,40,8,Train/8/00008_00007_00018.png
12379,44,44,5,5,39,39,8,Train/8/00008_00007_00019.png
12380,47,46,6,5,42,41,8,Train/8/00008_00007_00020.png
12381,49,49,6,6,44,44,8,Train/8/00008_00007_00021.png
12382,51,50,6,5,46,45,8,Train/8/00008_00007_00022.png
12383,49,49,5,5,44,44,8,Train/8/00008_00007_00023.png
12384,51,52,5,5,46,46,8,Train/8/00008_00007_00024.png
12385,53,55,5,6,48,49,8,Train/8/00008_00007_00025.png
12386,56,56,5,5,51,51,8,Train/8/00008_00007_00026.png
12387,59,59,6,5,54,53,8,Train/8/00008_00007_00027.png
12388,61,62,5,6,56,57,8,Train/8/00008_00007_00028.png
12389,65,64,6,5,60,59,8,Train/8/00008_00007_00029.png
12390,31,31,5,5,26,26,8,Train/8/00008_00008_00000.png
12391,32,31,6,5,27,26,8,Train/8/00008_00008_00001.png
12392,32,32,5,5,26,26,8,Train/8/00008_00008_00002.png
12393,33,32,6,5,27,26,8,Train/8/00008_00008_00003.png
12394,33,33,6,6,28,28,8,Train/8/00008_00008_00004.png
12395,33,34,6,6,28,28,8,Train/8/00008_00008_00005.png
12396,34,33,6,5,29,28,8,Train/8/00008_00008_00006.png
12397,34,34,6,6,29,29,8,Train/8/00008_00008_00007.png
12398,35,34,6,5,30,29,8,Train/8/00008_00008_00008.png
12399,36,36,6,6,31,31,8,Train/8/00008_00008_00009.png
12400,36,37,5,6,31,32,8,Train/8/00008_00008_00010.png
12401,38,37,6,5,33,32,8,Train/8/00008_00008_00011.png
12402,38,37,6,5,33,32,8,Train/8/00008_00008_00012.png
12403,39,38,6,5,34,33,8,Train/8/00008_00008_00013.png
12404,39,39,5,5,34,34,8,Train/8/00008_00008_00014.png
12405,40,40,5,5,35,35,8,Train/8/00008_00008_00015.png
12406,40,41,5,6,35,36,8,Train/8/00008_00008_00016.png
12407,42,43,5,6,37,38,8,Train/8/00008_00008_00017.png
12408,43,43,6,6,38,38,8,Train/8/00008_00008_00018.png
12409,44,44,6,6,39,39,8,Train/8/00008_00008_00019.png
12410,44,44,6,6,39,39,8,Train/8/00008_00008_00020.png
12411,46,45,6,5,41,40,8,Train/8/00008_00008_00021.png
12412,47,46,6,5,42,41,8,Train/8/00008_00008_00022.png
12413,48,48,5,5,43,43,8,Train/8/00008_00008_00023.png
12414,51,51,6,6,46,46,8,Train/8/00008_00008_00024.png
12415,53,53,6,6,48,48,8,Train/8/00008_00008_00025.png
12416,54,54,5,5,49,49,8,Train/8/00008_00008_00026.png
12417,56,56,5,5,51,51,8,Train/8/00008_00008_00027.png
12418,58,59,5,6,53,54,8,Train/8/00008_00008_00028.png
12419,61,60,6,5,56,55,8,Train/8/00008_00008_00029.png
12420,33,32,6,5,28,27,8,Train/8/00008_00009_00000.png
12421,34,33,6,5,28,27,8,Train/8/00008_00009_00001.png
12422,33,34,5,6,27,28,8,Train/8/00008_00009_00002.png
12423,34,33,6,5,28,27,8,Train/8/00008_00009_00003.png
12424,33,34,5,6,27,28,8,Train/8/00008_00009_00004.png
12425,34,33,6,5,29,28,8,Train/8/00008_00009_00005.png
12426,34,33,6,5,29,28,8,Train/8/00008_00009_00006.png
12427,34,34,5,5,29,29,8,Train/8/00008_00009_00007.png
12428,35,35,5,5,30,30,8,Train/8/00008_00009_00008.png
12429,36,36,6,6,31,31,8,Train/8/00008_00009_00009.png
12430,36,35,6,5,31,30,8,Train/8/00008_00009_00010.png
12431,36,37,5,6,31,32,8,Train/8/00008_00009_00011.png
12432,36,36,5,5,31,31,8,Train/8/00008_00009_00012.png
12433,37,37,5,5,32,32,8,Train/8/00008_00009_00013.png
12434,39,38,6,5,34,33,8,Train/8/00008_00009_00014.png
12435,39,39,5,5,34,34,8,Train/8/00008_00009_00015.png
12436,39,39,5,5,34,34,8,Train/8/00008_00009_00016.png
12437,40,40,5,5,35,35,8,Train/8/00008_00009_00017.png
12438,42,42,6,6,37,37,8,Train/8/00008_00009_00018.png
12439,43,42,6,5,38,37,8,Train/8/00008_00009_00019.png
12440,43,43,5,5,38,38,8,Train/8/00008_00009_00020.png
12441,44,44,5,5,39,39,8,Train/8/00008_00009_00021.png
12442,45,46,5,6,40,41,8,Train/8/00008_00009_00022.png
12443,46,45,6,5,41,40,8,Train/8/00008_00009_00023.png
12444,47,47,5,5,42,42,8,Train/8/00008_00009_00024.png
12445,49,49,6,6,44,44,8,Train/8/00008_00009_00025.png
12446,49,50,5,6,44,45,8,Train/8/00008_00009_00026.png
12447,51,52,5,6,46,47,8,Train/8/00008_00009_00027.png
12448,53,54,5,6,48,49,8,Train/8/00008_00009_00028.png
12449,55,55,5,5,50,50,8,Train/8/00008_00009_00029.png
12450,30,30,6,6,25,25,8,Train/8/00008_00010_00000.png
12451,31,31,6,6,26,26,8,Train/8/00008_00010_00001.png
12452,30,31,5,6,25,26,8,Train/8/00008_00010_00002.png
12453,31,30,6,5,26,25,8,Train/8/00008_00010_00003.png
12454,32,31,6,5,27,26,8,Train/8/00008_00010_00004.png
12455,32,33,5,6,27,28,8,Train/8/00008_00010_00005.png
12456,34,33,6,5,29,28,8,Train/8/00008_00010_00006.png
12457,33,33,5,5,28,28,8,Train/8/00008_00010_00007.png
12458,34,34,5,5,29,29,8,Train/8/00008_00010_00008.png
12459,35,36,5,6,30,31,8,Train/8/00008_00010_00009.png
12460,37,36,6,5,32,31,8,Train/8/00008_00010_00010.png
12461,37,38,6,6,32,33,8,Train/8/00008_00010_00011.png
12462,39,39,6,6,34,34,8,Train/8/00008_00010_00012.png
12463,38,37,6,5,33,32,8,Train/8/00008_00010_00013.png
12464,39,38,6,5,34,33,8,Train/8/00008_00010_00014.png
12465,41,42,5,6,36,37,8,Train/8/00008_00010_00015.png
12466,42,41,6,5,37,36,8,Train/8/00008_00010_00016.png
12467,42,42,5,5,37,37,8,Train/8/00008_00010_00017.png
12468,44,44,5,5,39,39,8,Train/8/00008_00010_00018.png
12469,44,44,5,5,39,39,8,Train/8/00008_00010_00019.png
12470,46,46,5,5,41,41,8,Train/8/00008_00010_00020.png
12471,50,50,6,6,45,45,8,Train/8/00008_00010_00021.png
12472,50,51,5,6,45,46,8,Train/8/00008_00010_00022.png
12473,52,52,5,5,47,47,8,Train/8/00008_00010_00023.png
12474,55,54,6,5,50,49,8,Train/8/00008_00010_00024.png
12475,56,57,5,6,51,52,8,Train/8/00008_00010_00025.png
12476,59,58,6,5,54,53,8,Train/8/00008_00010_00026.png
12477,68,68,6,6,62,62,8,Train/8/00008_00010_00027.png
12478,72,71,7,6,66,65,8,Train/8/00008_00010_00028.png
12479,75,75,7,7,69,69,8,Train/8/00008_00010_00029.png
12480,30,31,5,6,25,26,8,Train/8/00008_00011_00000.png
12481,32,32,6,6,27,27,8,Train/8/00008_00011_00001.png
12482,33,33,6,6,28,28,8,Train/8/00008_00011_00002.png
12483,33,33,6,6,28,28,8,Train/8/00008_00011_00003.png
12484,33,33,6,6,28,28,8,Train/8/00008_00011_00004.png
12485,33,34,5,6,28,29,8,Train/8/00008_00011_00005.png
12486,35,35,6,6,30,30,8,Train/8/00008_00011_00006.png
12487,36,35,6,5,31,30,8,Train/8/00008_00011_00007.png
12488,36,36,5,5,31,31,8,Train/8/00008_00011_00008.png
12489,37,38,6,6,32,33,8,Train/8/00008_00011_00009.png
12490,37,38,5,6,32,33,8,Train/8/00008_00011_00010.png
12491,40,39,6,5,35,34,8,Train/8/00008_00011_00011.png
12492,40,40,6,6,35,35,8,Train/8/00008_00011_00012.png
12493,40,40,6,6,35,35,8,Train/8/00008_00011_00013.png
12494,43,41,6,5,38,36,8,Train/8/00008_00011_00014.png
12495,43,43,6,6,38,38,8,Train/8/00008_00011_00015.png
12496,43,43,6,6,38,38,8,Train/8/00008_00011_00016.png
12497,44,44,5,5,39,39,8,Train/8/00008_00011_00017.png
12498,44,44,5,5,39,39,8,Train/8/00008_00011_00018.png
12499,46,45,6,5,41,40,8,Train/8/00008_00011_00019.png
12500,49,50,5,6,44,45,8,Train/8/00008_00011_00020.png
12501,52,51,6,5,47,46,8,Train/8/00008_00011_00021.png
12502,54,53,6,5,49,48,8,Train/8/00008_00011_00022.png
12503,58,57,6,5,53,52,8,Train/8/00008_00011_00023.png
12504,60,59,6,5,55,54,8,Train/8/00008_00011_00024.png
12505,63,62,6,5,58,57,8,Train/8/00008_00011_00025.png
12506,71,70,7,6,65,64,8,Train/8/00008_00011_00026.png
12507,74,74,7,7,68,68,8,Train/8/00008_00011_00027.png
12508,81,81,8,8,74,74,8,Train/8/00008_00011_00028.png
12509,89,88,8,7,82,81,8,Train/8/00008_00011_00029.png
12510,32,32,6,5,27,27,8,Train/8/00008_00012_00000.png
12511,33,34,6,6,28,29,8,Train/8/00008_00012_00001.png
12512,32,34,5,6,27,29,8,Train/8/00008_00012_00002.png
12513,34,34,6,5,29,29,8,Train/8/00008_00012_00003.png
12514,34,35,5,6,29,30,8,Train/8/00008_00012_00004.png
12515,36,35,6,5,31,30,8,Train/8/00008_00012_00005.png
12516,36,36,5,5,31,31,8,Train/8/00008_00012_00006.png
12517,36,36,5,5,31,31,8,Train/8/00008_00012_00007.png
12518,37,37,5,5,32,32,8,Train/8/00008_00012_00008.png
12519,38,38,5,5,33,33,8,Train/8/00008_00012_00009.png
12520,40,41,5,6,35,36,8,Train/8/00008_00012_00010.png
12521,40,39,6,5,35,34,8,Train/8/00008_00012_00011.png
12522,41,41,5,5,36,36,8,Train/8/00008_00012_00012.png
12523,42,42,5,5,37,37,8,Train/8/00008_00012_00013.png
12524,43,44,5,6,38,39,8,Train/8/00008_00012_00014.png
12525,45,45,5,5,40,40,8,Train/8/00008_00012_00015.png
12526,47,46,6,5,42,41,8,Train/8/00008_00012_00016.png
12527,49,48,6,5,44,43,8,Train/8/00008_00012_00017.png
12528,50,50,5,5,45,45,8,Train/8/00008_00012_00018.png
12529,52,52,5,5,47,47,8,Train/8/00008_00012_00019.png
12530,54,54,5,5,49,49,8,Train/8/00008_00012_00020.png
12531,57,57,6,6,52,52,8,Train/8/00008_00012_00021.png
12532,58,58,5,5,53,53,8,Train/8/00008_00012_00022.png
12533,60,61,5,6,55,56,8,Train/8/00008_00012_00023.png
12534,63,64,5,6,58,59,8,Train/8/00008_00012_00024.png
12535,69,68,7,6,63,62,8,Train/8/00008_00012_00025.png
12536,72,72,7,7,66,66,8,Train/8/00008_00012_00026.png
12537,74,75,6,7,68,69,8,Train/8/00008_00012_00027.png
12538,83,84,7,8,76,77,8,Train/8/00008_00012_00028.png
12539,92,94,8,9,85,86,8,Train/8/00008_00012_00029.png
12540,31,32,5,6,26,27,8,Train/8/00008_00013_00000.png
12541,32,32,6,6,27,27,8,Train/8/00008_00013_00001.png
12542,33,33,6,6,28,28,8,Train/8/00008_00013_00002.png
12543,33,33,5,5,28,28,8,Train/8/00008_00013_00003.png
12544,34,35,5,6,29,30,8,Train/8/00008_00013_00004.png
12545,35,35,5,5,30,30,8,Train/8/00008_00013_00005.png
12546,36,37,5,6,31,32,8,Train/8/00008_00013_00006.png
12547,38,37,6,5,33,32,8,Train/8/00008_00013_00007.png
12548,38,38,6,6,33,33,8,Train/8/00008_00013_00008.png
12549,38,39,5,5,33,34,8,Train/8/00008_00013_00009.png
12550,40,40,5,5,35,35,8,Train/8/00008_00013_00010.png
12551,43,43,6,6,38,38,8,Train/8/00008_00013_00011.png
12552,43,43,6,6,38,38,8,Train/8/00008_00013_00012.png
12553,44,44,5,5,39,39,8,Train/8/00008_00013_00013.png
12554,45,46,5,6,40,41,8,Train/8/00008_00013_00014.png
12555,46,47,5,6,41,42,8,Train/8/00008_00013_00015.png
12556,47,47,5,5,42,42,8,Train/8/00008_00013_00016.png
12557,51,51,6,6,46,46,8,Train/8/00008_00013_00017.png
12558,54,54,6,6,49,49,8,Train/8/00008_00013_00018.png
12559,55,56,5,6,50,51,8,Train/8/00008_00013_00019.png
12560,58,59,5,6,53,54,8,Train/8/00008_00013_00020.png
12561,61,62,5,6,56,57,8,Train/8/00008_00013_00021.png
12562,63,64,5,6,58,59,8,Train/8/00008_00013_00022.png
12563,71,70,7,6,65,64,8,Train/8/00008_00013_00023.png
12564,76,77,6,7,70,71,8,Train/8/00008_00013_00024.png
12565,83,85,7,8,76,78,8,Train/8/00008_00013_00025.png
12566,94,94,9,8,86,86,8,Train/8/00008_00013_00026.png
12567,100,106,9,10,92,97,8,Train/8/00008_00013_00027.png
12568,119,122,11,10,109,112,8,Train/8/00008_00013_00028.png
12569,140,143,12,13,128,131,8,Train/8/00008_00013_00029.png
12570,31,31,5,5,26,26,8,Train/8/00008_00014_00000.png
12571,31,31,5,5,26,26,8,Train/8/00008_00014_00001.png
12572,33,34,5,6,28,29,8,Train/8/00008_00014_00002.png
12573,34,33,6,5,29,28,8,Train/8/00008_00014_00003.png
12574,34,33,6,5,29,28,8,Train/8/00008_00014_00004.png
12575,35,35,6,6,30,30,8,Train/8/00008_00014_00005.png
12576,36,36,6,5,31,31,8,Train/8/00008_00014_00006.png
12577,36,38,5,6,31,33,8,Train/8/00008_00014_00007.png
12578,36,38,5,6,31,33,8,Train/8/00008_00014_00008.png
12579,36,38,5,6,31,33,8,Train/8/00008_00014_00009.png
12580,37,39,5,6,32,34,8,Train/8/00008_00014_00010.png
12581,38,40,5,6,33,35,8,Train/8/00008_00014_00011.png
12582,40,43,5,6,35,38,8,Train/8/00008_00014_00012.png
12583,43,43,6,5,38,38,8,Train/8/00008_00014_00013.png
12584,43,45,5,6,38,40,8,Train/8/00008_00014_00014.png
12585,44,47,5,6,39,42,8,Train/8/00008_00014_00015.png
12586,46,49,5,6,41,44,8,Train/8/00008_00014_00016.png
12587,46,49,5,6,41,44,8,Train/8/00008_00014_00017.png
12588,47,50,5,6,42,45,8,Train/8/00008_00014_00018.png
12589,52,54,6,6,47,49,8,Train/8/00008_00014_00019.png
12590,53,54,6,5,48,49,8,Train/8/00008_00014_00020.png
12591,53,56,5,6,48,51,8,Train/8/00008_00014_00021.png
12592,57,57,6,6,52,52,8,Train/8/00008_00014_00022.png
12593,59,59,6,6,54,54,8,Train/8/00008_00014_00023.png
12594,61,61,6,5,56,56,8,Train/8/00008_00014_00024.png
12595,63,69,5,7,58,63,8,Train/8/00008_00014_00025.png
12596,69,73,6,7,63,67,8,Train/8/00008_00014_00026.png
12597,72,76,6,7,66,70,8,Train/8/00008_00014_00027.png
12598,75,81,6,8,69,74,8,Train/8/00008_00014_00028.png
12599,86,91,7,8,79,83,8,Train/8/00008_00014_00029.png
12600,31,29,6,6,26,24,8,Train/8/00008_00015_00000.png
12601,30,28,5,5,25,23,8,Train/8/00008_00015_00001.png
12602,32,29,6,6,26,24,8,Train/8/00008_00015_00002.png
12603,33,30,6,6,27,25,8,Train/8/00008_00015_00003.png
12604,33,30,6,5,28,25,8,Train/8/00008_00015_00004.png
12605,34,31,6,6,28,26,8,Train/8/00008_00015_00005.png
12606,33,31,5,5,28,25,8,Train/8/00008_00015_00006.png
12607,34,32,5,6,29,27,8,Train/8/00008_00015_00007.png
12608,36,32,6,5,30,27,8,Train/8/00008_00015_00008.png
12609,36,32,6,5,31,27,8,Train/8/00008_00015_00009.png
12610,36,34,5,6,30,29,8,Train/8/00008_00015_00010.png
12611,36,35,5,6,31,30,8,Train/8/00008_00015_00011.png
12612,36,34,5,5,31,29,8,Train/8/00008_00015_00012.png
12613,37,35,5,5,32,30,8,Train/8/00008_00015_00013.png
12614,37,36,5,6,32,31,8,Train/8/00008_00015_00014.png
12615,39,37,5,5,34,32,8,Train/8/00008_00015_00015.png
12616,41,38,6,5,36,33,8,Train/8/00008_00015_00016.png
12617,41,39,5,5,36,34,8,Train/8/00008_00015_00017.png
12618,43,40,6,5,38,35,8,Train/8/00008_00015_00018.png
12619,43,41,5,5,38,36,8,Train/8/00008_00015_00019.png
12620,46,43,6,5,41,38,8,Train/8/00008_00015_00020.png
12621,48,44,6,5,42,39,8,Train/8/00008_00015_00021.png
12622,48,45,5,5,42,40,8,Train/8/00008_00015_00022.png
12623,50,46,6,5,45,41,8,Train/8/00008_00015_00023.png
12624,52,49,5,5,47,44,8,Train/8/00008_00015_00024.png
12625,54,52,5,6,49,47,8,Train/8/00008_00015_00025.png
12626,57,52,6,5,52,47,8,Train/8/00008_00015_00026.png
12627,59,56,6,6,54,50,8,Train/8/00008_00015_00027.png
12628,63,58,6,5,58,53,8,Train/8/00008_00015_00028.png
12629,67,63,6,6,61,58,8,Train/8/00008_00015_00029.png
12630,29,29,5,6,24,24,8,Train/8/00008_00016_00000.png
12631,31,30,6,6,25,24,8,Train/8/00008_00016_00001.png
12632,31,29,6,5,26,24,8,Train/8/00008_00016_00002.png
12633,31,30,6,6,26,25,8,Train/8/00008_00016_00003.png
12634,33,33,6,5,28,28,8,Train/8/00008_00016_00004.png
12635,34,33,6,5,29,28,8,Train/8/00008_00016_00005.png
12636,33,32,5,5,28,27,8,Train/8/00008_00016_00006.png
12637,34,33,6,6,29,28,8,Train/8/00008_00016_00007.png
12638,34,34,5,6,29,29,8,Train/8/00008_00016_00008.png
12639,34,36,5,5,29,31,8,Train/8/00008_00016_00009.png
12640,35,36,5,5,30,31,8,Train/8/00008_00016_00010.png
12641,36,37,5,6,31,32,8,Train/8/00008_00016_00011.png
12642,37,38,5,5,32,33,8,Train/8/00008_00016_00012.png
12643,36,38,6,6,31,33,8,Train/8/00008_00016_00013.png
12644,36,39,6,5,31,34,8,Train/8/00008_00016_00014.png
12645,38,41,6,6,33,36,8,Train/8/00008_00016_00015.png
12646,38,40,5,6,33,35,8,Train/8/00008_00016_00016.png
12647,41,42,5,5,36,37,8,Train/8/00008_00016_00017.png
12648,40,46,6,6,35,41,8,Train/8/00008_00016_00018.png
12649,41,45,5,6,36,40,8,Train/8/00008_00016_00019.png
12650,43,43,5,5,38,38,8,Train/8/00008_00016_00020.png
12651,46,46,5,5,41,41,8,Train/8/00008_00016_00021.png
12652,45,45,5,5,40,40,8,Train/8/00008_00016_00022.png
12653,48,50,6,5,43,45,8,Train/8/00008_00016_00023.png
12654,48,51,5,6,43,46,8,Train/8/00008_00016_00024.png
12655,51,53,6,6,46,48,8,Train/8/00008_00016_00025.png
12656,54,52,6,5,49,47,8,Train/8/00008_00016_00026.png
12657,56,57,5,6,51,52,8,Train/8/00008_00016_00027.png
12658,61,58,6,5,56,53,8,Train/8/00008_00016_00028.png
12659,62,64,6,6,57,59,8,Train/8/00008_00016_00029.png
12660,32,29,6,6,27,24,8,Train/8/00008_00017_00000.png
12661,30,29,5,6,25,24,8,Train/8/00008_00017_00001.png
12662,31,29,5,6,26,24,8,Train/8/00008_00017_00002.png
12663,31,33,6,6,26,28,8,Train/8/00008_00017_00003.png
12664,31,31,5,5,26,26,8,Train/8/00008_00017_00004.png
12665,33,31,5,5,28,26,8,Train/8/00008_00017_00005.png
12666,33,37,5,6,28,32,8,Train/8/00008_00017_00006.png
12667,33,34,6,6,28,29,8,Train/8/00008_00017_00007.png
12668,36,34,6,6,31,29,8,Train/8/00008_00017_00008.png
12669,36,34,6,5,31,29,8,Train/8/00008_00017_00009.png
12670,36,35,6,6,31,30,8,Train/8/00008_00017_00010.png
12671,36,37,5,5,31,32,8,Train/8/00008_00017_00011.png
12672,37,36,6,5,32,31,8,Train/8/00008_00017_00012.png
12673,39,39,5,6,34,34,8,Train/8/00008_00017_00013.png
12674,38,39,5,6,33,34,8,Train/8/00008_00017_00014.png
12675,40,43,6,6,35,38,8,Train/8/00008_00017_00015.png
12676,41,41,6,5,36,36,8,Train/8/00008_00017_00016.png
12677,44,42,6,5,39,37,8,Train/8/00008_00017_00017.png
12678,43,42,5,6,38,37,8,Train/8/00008_00017_00018.png
12679,46,45,5,6,41,40,8,Train/8/00008_00017_00019.png
12680,49,49,5,6,44,44,8,Train/8/00008_00017_00020.png
12681,49,46,6,6,44,41,8,Train/8/00008_00017_00021.png
12682,51,50,5,5,46,45,8,Train/8/00008_00017_00022.png
12683,51,51,5,6,46,46,8,Train/8/00008_00017_00023.png
12684,55,53,5,6,50,48,8,Train/8/00008_00017_00024.png
12685,62,57,5,5,57,52,8,Train/8/00008_00017_00025.png
12686,65,59,6,6,60,54,8,Train/8/00008_00017_00026.png
12687,68,64,7,6,62,59,8,Train/8/00008_00017_00027.png
12688,76,68,7,6,70,62,8,Train/8/00008_00017_00028.png
12689,70,73,3,6,64,67,8,Train/8/00008_00017_00029.png
12690,33,36,6,6,28,31,8,Train/8/00008_00018_00000.png
12691,32,35,6,5,27,30,8,Train/8/00008_00018_00001.png
12692,34,36,6,5,29,31,8,Train/8/00008_00018_00002.png
12693,32,37,5,6,27,32,8,Train/8/00008_00018_00003.png
12694,34,36,5,5,29,31,8,Train/8/00008_00018_00004.png
12695,34,37,5,6,29,32,8,Train/8/00008_00018_00005.png
12696,32,39,5,6,27,34,8,Train/8/00008_00018_00006.png
12697,37,37,5,5,32,32,8,Train/8/00008_00018_00007.png
12698,40,37,6,5,35,32,8,Train/8/00008_00018_00008.png
12699,39,39,6,5,34,34,8,Train/8/00008_00018_00009.png
12700,38,40,5,6,33,35,8,Train/8/00008_00018_00010.png
12701,37,40,6,6,32,35,8,Train/8/00008_00018_00011.png
12702,39,41,6,5,34,36,8,Train/8/00008_00018_00012.png
12703,41,39,6,6,36,34,8,Train/8/00008_00018_00013.png
12704,40,42,5,6,35,37,8,Train/8/00008_00018_00014.png
12705,43,42,6,6,38,37,8,Train/8/00008_00018_00015.png
12706,42,41,6,6,37,36,8,Train/8/00008_00018_00016.png
12707,47,44,6,6,42,39,8,Train/8/00008_00018_00017.png
12708,45,46,6,6,40,41,8,Train/8/00008_00018_00018.png
12709,46,49,5,6,41,44,8,Train/8/00008_00018_00019.png
12710,48,46,5,5,43,41,8,Train/8/00008_00018_00020.png
12711,49,49,5,5,44,44,8,Train/8/00008_00018_00021.png
12712,51,50,5,5,46,45,8,Train/8/00008_00018_00022.png
12713,53,53,6,6,48,48,8,Train/8/00008_00018_00023.png
12714,55,58,6,6,50,53,8,Train/8/00008_00018_00024.png
12715,56,58,6,5,51,53,8,Train/8/00008_00018_00025.png
12716,58,60,6,5,53,55,8,Train/8/00008_00018_00026.png
12717,59,63,5,6,54,58,8,Train/8/00008_00018_00027.png
12718,64,68,6,6,59,62,8,Train/8/00008_00018_00028.png
12719,70,74,7,7,64,68,8,Train/8/00008_00018_00029.png
12720,32,32,5,5,27,27,8,Train/8/00008_00019_00000.png
12721,33,33,6,6,28,28,8,Train/8/00008_00019_00001.png
12722,33,34,5,6,28,29,8,Train/8/00008_00019_00002.png
12723,34,33,6,5,29,28,8,Train/8/00008_00019_00003.png
12724,35,35,5,5,30,30,8,Train/8/00008_00019_00004.png
12725,35,36,5,6,30,31,8,Train/8/00008_00019_00005.png
12726,35,36,5,6,30,31,8,Train/8/00008_00019_00006.png
12727,38,37,6,5,33,32,8,Train/8/00008_00019_00007.png
12728,39,39,6,6,34,34,8,Train/8/00008_00019_00008.png
12729,38,38,5,5,33,33,8,Train/8/00008_00019_00009.png
12730,40,41,5,6,35,36,8,Train/8/00008_00019_00010.png
12731,40,40,5,5,35,35,8,Train/8/00008_00019_00011.png
12732,42,41,6,5,37,36,8,Train/8/00008_00019_00012.png
12733,42,43,5,6,37,38,8,Train/8/00008_00019_00013.png
12734,45,46,5,6,40,41,8,Train/8/00008_00019_00014.png
12735,46,47,5,6,41,42,8,Train/8/00008_00019_00015.png
